"soc_code","occupation","sector","ai_exposure","emp_change_pct","education_num","routine_task_score","thinking_creatively","physical_hazard","consequence_of_error","time_pressure","contact_with_others","degree_of_automation","log_median_wage","log1p_annual_openings"
"25-1111","Criminal justice and law enforcement teachers, postsecondary","Education",1.389999,2,8,1.645,4.21,1.22,2.14,3.72,4.46,2.05,11.177033060214,0.78845736036427
"25-1112","Law teachers, postsecondary","Education",1.35645,2.2,8,1.18,4.2,1.06,2.52,3.45,4.51,1.53,11.7491826554298,1.16315080980568
"25-1113","Social work teachers, postsecondary","Education",1.347327,2.3,8,1.455,4.21,1,2.57,3.51,4.19,1.54,11.2412479666602,0.832909122935104
"25-1121","Art, drama, and music teachers, postsecondary","Education",0.7582769,1.7,7,2.205,4.87,1.39,1.77,3.41,4.72,1.23,11.2921540978011,2.30258509299405
"25-1122","Communications teachers, postsecondary","Education",1.347435,2.1,8,1.685,4.48,1.1,2.52,3.74,4.53,1.74,11.2618967101665,1.30833281965018
"25-1123","English language and literature teachers, postsecondary","Education",1.417833,0,8,1.675,4.48,1,1.61,3.78,4.42,1.62,11.2679196667989,1.80828877117927
"25-1124","Foreign language and literature teachers, postsecondary","Education",1.33412,-0.2,8,1.275,4.32,1,1.78,3.27,4,1.37,11.2516905625333,1.06471073699243
"25-1125","History teachers, postsecondary","Education",1.43749,-0.2,8,1.43,4.46,1,2,3.78,4.08,1.41,11.308358299229,0.993251773010283
"25-1126","Philosophy and religion teachers, postsecondary","Education",1.363522,0.7,8,1.175,4.24,1,2.41,3.64,4.3,1.75,11.2651049259436,1.09861228866811
"25-1192","Family and consumer sciences teachers, postsecondary","Education",1.211652,3.4,8,1.8,3.45,1.23,1.95,4.05,4.75,2.58,11.2551904688864,0.182321556793955
"25-1193","Recreation and fitness studies teachers, postsecondary","Education",1.16489,2.4,8,2,3.77,1.21,2.92,3.58,4.76,1.86,11.237040202398,0.741937344729377
"25-1194","Career/technical education teachers, postsecondary","Education",0.1622185,0.7,6,3.28,3.31,1.9,2.48,3.52,4.65,1.79,11.0266298389475,2.28238238567653
"25-2011","Preschool teachers, except special education","Education",0.0306372,4.1,5,1.945,3.67,1,3.08,3.07,4.8,1.56,10.5219111869001,4.19720194766181
"25-2012","Kindergarten teachers, except special education","Education",0.3644047,-1.6,6,1.55,4.25,1.24,2.15,3.74,4.64,1.68,11.025653594158,2.62466859216316
"25-2021","Elementary school teachers, except special education","Education",0.8869491,-2,6,1.44,3.87,1,1.86,3.76,4.89,1.91,11.0403585533213,4.52178857704904
"25-2022","Middle school teachers, except special and career/technical education","Education",1.286445,-2,6,1.795,4.39,1.02,1.85,3.32,4.77,1.42,11.0504137014828,3.72569342723665
"25-2023","Career/technical education teachers, middle school","Education",0.5199191,-2,6,2.315,4.17,1.33,2.78,3.88,4.64,1.31,11.0606831653031,0.641853886172395
"25-2031","Secondary school teachers, except special and career/technical education","Education",1.191325,-1.6,6,2.125,4.06,1.18,2.22,3.28,4.78,1.37,11.0756600443123,4.2076732475291
"25-2032","Career/technical education teachers, secondary school","Education",0.3734505,-1.8,6,3.555,4.5,1.66,2.86,3.95,4.53,1.41,11.0652311226443,1.97408102602201
"25-2051","Special education teachers, preschool","Education",0.3750564,1.4,6,2.035,3.41,1,2.39,3.09,4.98,1.55,11.0379494940979,1.1314021114911
"25-2059","Special education teachers, all other","Education",-0.6632917,1.1,6,2.145,4.05,1.14,2.4,3.38,4.38,1.2,11.1188453017286,1.3609765531356
"25-3011","Adult basic education, adult secondary education, and english as a second language instructors","Education",1.348951,-13.7,6,1.88,4.12,1.1,1.97,3.21,4.27,1.54,11.0012661604557,1.58923520511658
"25-3021","Self-enrichment teachers","Education",0.526352,3.7,2,2.185,4.12,1.14,1.84,2.76,4.75,1.41,10.7274436732075,3.958906591327
"25-4011","Archivists","Education",0.6765602,3.8,7,2.145,3.7,1.21,2.72,2.94,4.1,2.14,11.0279300179053,0.741937344729377
"25-4012","Curators","Education",0.7366658,7,7,2.355,4.35,1.52,2.28,3.24,4.31,1.38,11.0311730886899,1.02961941718116
"25-4013","Museum technicians and conservators","Education",-0.0912107,5.4,6,2.94,3.58,2.01,2.97,3.45,3.76,1.44,10.7676425299898,1.06471073699243
"25-4031","Library technicians","Education",0.037965,-6.8,4,1.905,3.08,1.3,2.03,3.48,4.05,2.66,10.5958844517054,2.63905732961526
"25-9021","Farm and home management educators","Education",0.8604031,-2.5,7,2.175,3.7,1.7,2.19,3.22,4.44,1.59,10.9702651176842,0.741937344729377
"25-9031","Instructional coordinators","Education",1.301855,1.3,7,1.83,3.72,1.1,1.71,3.63,4.83,1.18,11.2215030729027,3.13113691056019
"27-1011","Art directors","Arts & Media",1.02251,4.2,6,1.785,4.95,1.01,1.92,4.76,4.54,1.97,11.6176457757406,2.58776403522771
"27-1012","Craft artists","Arts & Media",-0.9295284,2.1,1,2.89,4.61,1.91,1.78,2.65,2.57,1.48,10.5578939047796,0.693147180559945
"27-1013","Fine artists, including painters, sculptors, and illustrators","Arts & Media",-0.5690498,-1.2,6,2.36,4.8,1.56,2.27,3.34,3.04,1.6,11.0113898881113,1.16315080980568
"27-1014","Special effects artists and animators","Arts & Media",0.7058651,1.6,6,1.85,4.82,1.16,3.13,4.45,4.06,2.04,11.5109234622996,1.79175946922805
"27-1021","Commercial and industrial designers","Arts & Media",0.867039,3.2,6,2.24,3.97,1.3,2.92,4.03,4.38,1.95,11.2828831719649,1.25276296849537
"27-1022","Fashion designers","Arts & Media",0.5801539,2,6,2.325,4.8,1.26,1.85,4.09,3.95,2.05,11.2983699308426,1.19392246847243
"27-1023","Floral designers","Arts & Media",-0.2718452,-5.9,2,1.805,3.87,1.05,2.23,4.13,4.53,1.73,10.4946020075309,1.80828877117927
"27-1024","Graphic designers","Arts & Media",0.7156958,2.1,6,1.9,4.9,1.05,2,4.65,4.25,1.67,11.0235351219243,3.04452243772342
"27-1025","Interior designers","Arts & Media",1.12168,3.2,6,2.085,4.78,1.29,2.29,4.16,4.52,2.04,11.0586376921645,2.17475172148416
"27-1026","Merchandise displayers and window trimmers","Arts & Media",-1.001413,3.2,2,1.9,4.28,1.19,1.85,3.77,4.57,1.46,10.528088190561,3.08190996979504
"27-1027","Set and exhibit designers","Arts & Media",-0.0519323,2.3,6,1.95,4.81,1.86,2.33,4.19,4.05,1.71,11.1016434715405,1.25276296849537
"27-2012","Producers and directors","Arts & Media",0.9388108,4.9,6,2.16125,4.2925,1.2375,2.6775,4.2125,4.7025,1.94,11.3323623611911,2.62466859216316
"27-2021","Athletes and sports competitors","Arts & Media",-1.814336,5.5,1,2.9,3.39,1.35,2.51,3.87,4.32,1.63,11.0406793231717,1.1314021114911
"27-2022","Coaches and scouts","Arts & Media",0.1168668,6.4,6,2.125,3.99,1.24,2.65,3.67,4.75,1.44,10.7346560309934,3.75653810258775
"27-2023","Umpires, referees, and other sports officials","Arts & Media",-0.0325617,5.7,2,1.95,2.05,1.2,2.19,3.05,3.9,1.43,10.566690856723,1.7227665977411
"27-2032","Choreographers","Arts & Media",-1.575769,6.1,2,1.545,4.86,1,1.9,3.9,4.71,1.1,10.9259384802387,0.53062825106217
"27-2041","Music directors and composers","Arts & Media",0.8829641,-0.3,6,1.745,4.48,1.08,2.06,3.92,4.17,1.35,11.0614687730111,1.66770682055808
"27-3011","Broadcast announcers and radio disc jockeys","Arts & Media",0.8493547,-5.5,6,1.965,4.67,1.46,3.36,4.85,4.39,2.58,10.7294158443299,1.19392246847243
"27-3031","Public relations specialists","Arts & Media",1.284927,4.8,6,1.16,4.45,1,2.86,4.55,4.43,2.14,11.1531027147408,3.35340671782581
"27-3041","Editors","Arts & Media",1.128221,0.6,6,1.5,4.07,1,2.43,4.57,4.55,1.77,11.2287040641474,2.37954613413017
"27-3042","Technical writers","Arts & Media",1.184001,0.9,6,1.96,3.57,1.02,2.37,4.23,4.13,2.07,11.4259504509558,1.70474809223843
"27-3043","Writers and authors","Arts & Media",0.9879274,3.6,6,1.165,4.32,1,1.71,3.94,3.78,1.32,11.188164384277,2.66722820658195
"27-3091","Interpreters and translators","Arts & Media",1.111319,1.7,6,1.955,3.54,1.34,3.56,4.02,4.56,1.8,10.9927226793916,2.06686275947298
"27-4011","Audio and video technicians","Arts & Media",-0.0117747,3.3,4,3.175,4.15,2.2,2.25,3.88,3.86,1.68,10.9119927683981,2.11625551480255
"27-4012","Broadcast technicians","Arts & Media",0.1222249,-2.8,5,3.53,3.39,1.76,3.17,3.92,4.2,2.69,10.8952567455862,1.02961941718116
"27-4014","Sound engineering technicians","Arts & Media",0.4715462,-1.7,4,3.055,4.76,1.33,2.62,4.2,4.08,2,11.1039040406593,0.78845736036427
"27-4021","Photographers","Arts & Media",-0.1680973,1.8,2,2.845,4.59,1.27,2.27,3.91,4.45,1.86,10.6577298324559,2.61739583283408
"27-4031","Camera operators, television, video, and film","Arts & Media",-0.4470009,1.2,6,3.555,4.6,1.59,3.44,3.91,4.7,1.8,11.1391043621965,1.3609765531356
"27-4032","Film and video editors","Arts & Media",0.985707,4,6,2.495,4.73,1.03,2.57,4.7,4.1,2.09,11.1701534262005,1.52605630349505
"29-1011","Chiropractors","Healthcare Practitioners",-0.1911757,9.5,8,2.12,3.39,1.35,3.66,3.58,5,2.07,11.2772031314492,1.33500106673234
"29-1021","Dentists, general","Healthcare Practitioners",-0.1813301,4.1,8,3.415,3.64,2.57,4.21,3.78,4.75,2.03,12.0598322633072,1.58923520511658
"29-1022","Oral and maxillofacial surgeons","Healthcare Practitioners",-0.2389668,4.1,8,3.18,3.63,2.3,4.1,3.58,4.84,1.72,12.3850553010586,0.182321556793955
"29-1023","Orthodontists","Healthcare Practitioners",0.1616631,4.4,8,2.505,3.61,1.68,2.71,4.34,4.96,2.11,12.3850553010586,0.182321556793955
"29-1024","Prosthodontists","Healthcare Practitioners",-0.1561403,4.5,8,3.465,4.57,2.96,3.72,3.85,4.84,1.74,12.3850553010586,0
"29-1031","Dietitians and nutritionists","Healthcare Practitioners",1.342809,5.5,6,1.615,3.33,1.27,2.34,3.83,4.59,1.72,11.2097912879595,1.97408102602201
"29-1041","Optometrists","Healthcare Practitioners",0.5040194,8,8,2.735,3.29,1.1,3.2,4.05,4.76,2.3,11.8117700046281,1.22377543162212
"29-1051","Pharmacists","Healthcare Practitioners",0.6058705,4.6,8,2.26,2.7,1.69,4.83,4.67,4.91,2.64,11.8312337309638,2.72129542785223
"29-1071","Physician assistants","Healthcare Practitioners",0.1059147,20.4,7,2.805,3.265,2.53,4.16,4.075,4.595,1.53,11.8000573861165,2.56494935746154
"29-1081","Podiatrists","Healthcare Practitioners",0.6279185,1.8,8,2.085,3.61,2.15,3.68,4.38,4.84,1.82,11.9368851557146,0.262364264467491
"29-1122","Occupational therapists","Healthcare Practitioners",0.1151615,13.8,7,2.1575,3.915,1,2.95,3.455,4.56,1.22,11.4961861409659,2.41591377830105
"29-1123","Physical therapists","Healthcare Practitioners",-0.3581922,10.9,8,2.285,3.91,1.29,3.75,4.24,4.94,1.31,11.523073796022,2.65324196460721
"29-1124","Radiation therapists","Healthcare Practitioners",-0.2189393,1.9,5,3.8,3.12,2.48,4.53,4.46,4.97,2.92,11.5326300482446,0.641853886172395
"29-1125","Recreational therapists","Healthcare Practitioners",0.2190109,3.3,6,2.305,4.46,1.27,2.47,3.68,4.82,1.61,11.0067556527404,0.832909122935104
"29-1126","Respiratory therapists","Healthcare Practitioners",-0.1880507,12.1,5,3.45,2.79,2.8,4.52,4.09,4.85,2.38,11.2953911524205,2.28238238567653
"29-1127","Speech-language pathologists","Healthcare Practitioners",1.146267,15,7,1.94,3.74,1.1,3.18,4.59,4.99,1.57,11.4659386737459,2.66025953726586
"29-1128","Exercise physiologists","Healthcare Practitioners",-0.0331901,9.5,6,2.34,3.36,1.23,2.86,3.14,4.82,1.64,10.9709531122074,0.993251773010283
"29-1131","Veterinarians","Healthcare Practitioners",-0.0749958,9.6,8,2.44,2.69,3.15,4.09,4.21,4.86,1.79,11.7401407156545,1.38629436111989
"29-1141","Registered nurses","Healthcare Practitioners",0.2294097,4.9,6,2.464,3.692,2.178,4.134,4.118,4.654,1.798,11.4467856624657,5.24755024949438
"29-1151","Nurse anesthetists","Healthcare Practitioners",0.2413191,8.6,7,3.595,3.46,2.72,4.77,4.11,4.67,2.23,12.3158683113531,1.30833281965018
"29-1161","Nurse midwives","Healthcare Practitioners",0.1966265,11.1,7,2.355,3.48,1.97,4.69,3.82,4.91,1.62,11.7659384498867,0.405465108108164
"29-1171","Nurse practitioners","Healthcare Practitioners",0.1900572,40.1,7,2.19,3.48,2.17,4.39,4.09,4.74,2.04,11.7691942667163,3.41772668361337
"29-1181","Audiologists","Healthcare Practitioners",0.6329063,9.5,8,3.14,3.27,1,2.59,3.55,4.73,2.14,11.4308473539346,0.53062825106217
"29-2031","Cardiovascular technologists and technicians","Healthcare Practitioners",-0.0909526,3,5,3.205,2.84,1.64,3.77,4.3,4.94,2.07,11.1163209852943,1.56861591791385
"29-2032","Diagnostic medical sonographers","Healthcare Practitioners",-0.264054,13,5,3.125,3.02,1.52,3.5,4.02,4.85,2.02,11.4002045949061,1.91692261218206
"29-2033","Nuclear medicine technologists","Healthcare Practitioners",0.0855276,3,5,3.115,2.81,2.24,4.41,4.1,4.83,2.49,11.4826724217992,0.641853886172395
"29-2034","Radiologic technologists and technicians","Healthcare Practitioners",-0.5559037,4.3,5,3.01,2.8,2.37,3.4,3.66,4.97,2.39,11.2600956032857,2.63188884013665
"29-2035","Magnetic resonance imaging technologists","Healthcare Practitioners",-0.0727627,7.1,5,3.165,3.52,1.91,4,3.91,4.61,2.59,11.3871354589119,1.28093384546206
"29-2051","Dietetic technicians","Healthcare Practitioners",-0.1260282,2.5,5,3.325,3.65,2.4,3,4.31,4.78,2.75,10.5197536887601,1.6094379124341
"29-2052","Pharmacy technicians","Healthcare Practitioners",0.0070256,6.4,2,2.64,2.54,1.83,4.01,4.26,4.84,2.44,10.6795962538104,3.91202300542815
"29-2053","Psychiatric technicians","Healthcare Practitioners",-0.2203484,20,4,2.17,3.01,1.15,2.77,3.46,4.68,2.16,10.6593747629173,2.82731362192903
"29-2055","Surgical technologists","Healthcare Practitioners",-0.4830476,4.5,4,3.565,3.05,3.35,4.26,3.82,4.67,1.89,11.048187945397,2.07944154167984
"29-2056","Veterinary technologists and technicians","Healthcare Practitioners",-0.3623179,9.1,5,3.58,2.76,3.05,3.84,3.96,4.67,1.98,10.7359617983172,2.72785282839839
"29-2057","Ophthalmic medical technicians","Healthcare Practitioners",0.078734,19.8,4,2.76,2.27,1.82,3.14,3.32,4.91,2.73,10.6937614438268,2.60268968544438
"29-2061","Licensed practical and licensed vocational nurses","Healthcare Practitioners",-0.5137373,2.6,4,2.89,2.93,1.69,3.42,4.38,4.83,2.21,11.0403585533213,4.01457959375324
"29-2081","Opticians, dispensing","Healthcare Practitioners",0.1013966,2.9,2,3.225,3.67,1.33,2.21,4.04,4.79,2.29,10.7484970824053,2.05412373369555
"29-2091","Orthotists and prosthetists","Healthcare Practitioners",0.066577,13.3,7,3.645,4.05,3.67,2.81,4.29,4.52,1.71,11.268430587745,0.641853886172395
"29-2092","Hearing aid specialists","Healthcare Practitioners",0.5648953,18.4,2,2.955,3.12,1,2.37,3.94,4.68,1.98,11.0277675879528,0.693147180559945
"29-2099","Health technologists and technicians, all other","Healthcare Practitioners",-0.283854,5.2,4,2.60833333333333,2.66,1.68333333333333,3.08,3.6,4.75333333333333,2.42666666666667,10.7952806528099,2.68102152871429
"29-9091","Athletic trainers","Healthcare Practitioners",-0.3311363,11.1,7,2.355,3.98,1.36,3.89,3.6,4.87,2.14,11.0062578513529,1.22377543162212
"29-9092","Genetic counselors","Healthcare Practitioners",1.527667,9.3,7,1.175,2.78,1.22,3.26,3.91,4.57,1.57,11.5019656247339,0.262364264467491
"29-9099","Healthcare practitioners and technical workers, all other","Healthcare Practitioners",0.2295568,3.6,4,3.105,3.31,1.63,4.13,2.8,4.52,1.23,11.0671070025128,1.28093384546206
"31-2011","Occupational therapy assistants","Healthcare Support",-0.3153762,19.2,5,2.585,4.56,1.39,2.72,4.7,4.85,2,11.1322505256693,2.10413415427021
"31-2012","Occupational therapy aides","Healthcare Support",-0.7734322,2.5,2,3.125,3.52,1.42,3.2,4.11,4.95,1.46,10.5286235224795,0.470003629245736
"31-2021","Physical therapist assistants","Healthcare Support",-0.5308535,22,5,2.87,3.52,1.77,3.85,3.52,4.95,1.43,11.0899580817259,3.03495298670727
"31-2022","Physical therapist aides","Healthcare Support",-0.8823265,2.8,2,2.6,3.51,1.61,2.97,3.04,4.8,1.64,10.4492941451974,2.02814824729229
"31-9011","Massage therapists","Healthcare Support",-1.410233,15.4,4,2.06,3.19,1.04,2.62,2.28,4.62,1.31,10.9673358487679,3.24649099190117
"31-9091","Dental assistants","Healthcare Support",-0.5268759,6.4,4,3.45,3.17,3.05,3,3.44,4.81,1.93,10.76426557448,3.98713047791495
"31-9092","Medical assistants","Healthcare Support",0.1497917,12.5,4,3.57,3.35,2.06,4,3.8,5,2.06,10.6964800680658,4.73003916803396
"31-9093","Medical equipment preparers","Healthcare Support",-0.7308648,10,2,3.44,3.36,3.55,3.76,4.28,4.54,2.05,10.7469925146846,2.47653840011748
"31-9094","Medical transcriptionists","Healthcare Support",1.06259,-4.9,4,1.635,1.63,1.98,2.61,4.11,4.38,2.73,10.5334286571923,2.12823170584927
"31-9095","Pharmacy aides","Healthcare Support",-0.1552654,-0.1,2,2.95,3.23,1.42,3.74,3.47,4.85,2.89,10.5186731916264,1.96009478404727
"31-9096","Veterinary assistants and laboratory animal caretakers","Healthcare Support",-0.7735824,8.7,2,3.11,3.03,2.99,3.75,3.78,4.48,1.67,10.5272846549613,3.14415227867226
"31-9097","Phlebotomists","Healthcare Support",-0.2778475,5.6,4,3.02,2.95,2.86,4.48,4.45,4.82,2.33,10.6841876301039,2.96527306606928
"31-9099","Healthcare support workers, all other","Healthcare Support",0.1660077,3.5,2,2.735,3.56,2.08,3.185,3.595,4.75,2.225,10.7374830416835,2.73436750941958
"33-1011","First-line supervisors of correctional officers","Protective Service",-0.5584278,-2.8,2,3.185,3.15,2.08,3.25,4.16,4.77,1.89,11.2425592702837,1.66770682055808
"33-1012","First-line supervisors of police and detectives","Protective Service",-0.1923298,2.9,2,2.885,3.55,2.47,3.85,3.5,4.7,1.94,11.5710056760468,2.47653840011748
"33-1021","First-line supervisors of firefighting and prevention workers","Protective Service",-0.593021,3.4,4,4.035,3.7,3.78,4.44,3.53,4.74,1.66,11.4342068802588,2.01490302054226
"33-2011","Firefighters","Protective Service",-1.320232,3.4,4,4.14,3.29,3.79,4.19,3.6,4.73,1.74,10.9942356661474,3.3357695763397
"33-2021","Fire inspectors and investigators","Protective Service",0.062793,3.8,4,3.29,3.16,2.54,3.11,3.94,4.92,2.01,11.2652330407346,0.916290731874155
"33-2022","Forest fire inspectors and prevention specialists","Protective Service",-0.2144127,14.6,2,3.7,3.17,3.26,3.79,3.81,4.79,2.28,10.8662801180617,0.262364264467491
"33-3011","Bailiffs","Protective Service",-0.5103183,-2.2,2,2.78,2.98,1.2,2.97,3.24,4.62,1.64,10.9516833552902,1.02961941718116
"33-3012","Correctional officers and jailers","Protective Service",-0.8875365,-7.8,2,3.25,3.63,2.01,3.79,4.45,4.67,2.17,10.9676809143338,3.43720781918519
"33-3021","Detectives and criminal investigators","Protective Service",0.2257696,-0.7,2,2.15833333333333,3.67666666666667,2.12,3.27666666666667,3.57666666666667,4.27666666666667,2.13666666666667,11.4465719644202,2.17475172148416
"33-3031","Fish and game wardens","Protective Service",-0.4585168,-6,6,3.15,3.95,2.19,4.26,3.94,4.67,2.5,11.1299065456919,0.405465108108164
"33-3041","Parking enforcement workers","Protective Service",-0.6239931,-1.5,2,3.28,3.33,1.03,2.6,2.83,3.92,2.53,10.7610892880616,0.53062825106217
"33-3051","Police and sheriff's patrol officers","Protective Service",-0.6681123,3.1,2,2.835,3.165,2.905,3.92,3.91,4.795,2.65,11.2422971470843,4.00186370942794
"33-3052","Transit and railroad police","Protective Service",-0.8205515,3,2,2.56,3.5,3.74,3.7,3.8,4.7,1.92,11.3183693705079,0.182321556793955
"33-9011","Animal control workers","Protective Service",-0.5946321,3.9,2,2.935,3.73,2.96,3.96,3.96,4.58,1.35,10.7326941775032,0.832909122935104
"33-9021","Private detectives and investigators","Protective Service",0.7483108,6,2,2.445,3.48,1.29,2.83,4.32,4.33,2.01,10.8660891872735,1.58923520511658
"33-9031","Gambling surveillance officers and gambling investigators","Protective Service",0.7283933,0.3,2,2.695,3.3,1.55,3.63,3.14,4.65,2.16,10.6896695990633,0.832909122935104
"33-9032","Security guards","Protective Service",-0.3908421,0.4,2,3.12,3.77,2.49,3.2,3.05,4.89,2.2,10.555031183241,5.08759633523238
"33-9091","Crossing guards and flaggers","Protective Service",-0.5699511,3.6,1,2.055,2.33,1.16,4.09,2.21,4.1,1.44,10.5374153734361,2.94443897916644
"33-9092","Lifeguards, ski patrol, and other recreational protective service workers","Protective Service",-0.4718385,5.8,1,3.29,2.63,2.75,4.06,2.98,4.5,1.99,10.4258464121158,3.77734810210154
"33-9093","Transportation security screeners","Protective Service",-0.5068558,-6,2,2.67,2.26,2.63,3.85,3.41,4.54,2.63,11.0565880264883,1.7404661748405
"33-9099","Protective service workers, all other","Protective Service",0.0764088,2.5,2,2.725,3.31,1.22,3.5,3.45,4.76,2.2,10.6358554462494,3.1904763503465
"35-1011","Chefs and head cooks","Food Preparation",-0.2676433,7.1,2,3.025,3.71,3.33,2.96,4.75,4.58,1.78,11.0184651952905,3.23474917402449
"35-1012","First-line supervisors of food preparation and serving workers","Food Preparation",-0.2575492,6,2,3.255,3.18,1.08,2.93,3.44,4.58,2.71,10.6456629641634,5.21981513839308
"35-2011","Cooks, fast food","Food Preparation",-0.7131837,-13.5,1,2.04,2.79,1.43,3.9,3.26,3.27,2.18,10.3142718221219,4.4200447018614
"35-2012","Cooks, institution and cafeteria","Food Preparation",-0.6360813,2,1,2.875,2.73,1.81,3.25,4.4,4.62,2,10.5036967374368,4.25844557290253
"35-2013","Cooks, private household","Food Preparation",-0.7867444,5.1,4,2.21,3.73,1.46,2.46,4.15,3.62,1.54,10.7039183983157,1.84054963339749
"35-2014","Cooks, restaurant","Food Preparation",-0.7418264,14.9,1,1.95,2.18,1.84,2.59,3.03,4.11,2.3,10.5140680094391,5.52823790214127
"35-2015","Cooks, short order","Food Preparation",-0.5933817,-5.6,1,2.49,2.42,2.03,1.86,3.52,3.66,1.42,10.4806625568437,3.07269331469012
"35-2021","Food preparation workers","Food Preparation",-1.226416,-3.4,1,2.255,2.26,2.27,3.11,3.91,4.18,2.5,10.4405655474462,5.00394630594546
"35-3011","Bartenders","Food Preparation",-0.6159883,5.9,1,2.795,3.33,1.43,1.42,1.75,4.7,2.03,10.4201958394603,4.87213921684233
"35-3031","Waiters and waitresses","Food Preparation",-0.9481003,-0.7,1,2.04,2.75,1.08,1.72,2.79,4.82,2.64,10.4270319487099,6.1262139476596
"35-3041","Food servers, nonrestaurant","Food Preparation",-0.7270206,3,1,2.47,2.69,1.34,2.64,4.43,4.31,2.09,10.4475545100819,3.89182029811063
"35-9011","Dining room and cafeteria attendants and bartender helpers","Food Preparation",-1.927078,6.3,1,2.485,2.99,1.14,1.88,2.87,4.76,1.69,10.3942125045951,4.61115225766564
"35-9021","Dishwashers","Food Preparation",-1.738612,0.2,1,2.835,2.19,1.29,1.81,3.35,3.85,1.6,10.4243625121551,4.35414143118435
"35-9031","Hosts and hostesses, restaurant, lounge, and coffee shop","Food Preparation",-0.0565477,-1.5,1,2.39,2.15,1.07,2.05,2.18,4.81,2.08,10.3215397761498,4.68859179412716
"37-1011","First-line supervisors of housekeeping and janitorial workers","Building & Grounds",-0.5854128,2.5,2,3.575,3.28,3.3,2.87,4.36,4.45,2.13,10.7689059540365,3.52636052461616
"37-1012","First-line supervisors of landscaping, lawn service, and groundskeeping workers","Building & Grounds",-0.5548871,2.3,2,3.81,3.65,2.89,3.53,4.29,4.57,2.37,10.9361380855265,3.18635263316264
"37-2011","Janitors and cleaners, except maids and housekeeping cleaners","Building & Grounds",-1.436201,2,1,3.3,3.33,1.71,2.38,2.96,3.71,1.8,10.4893278801076,5.86448308534719
"37-2012","Maids and housekeeping cleaners","Building & Grounds",-1.480657,0.4,1,2.575,2.19,2.2,1.76,3.9,3.76,2.06,10.4533415632696,5.2704321630585
"37-2021","Pest control workers","Building & Grounds",-0.7255374,4.9,2,3.44,3.36,3.49,3.27,4.14,4.38,2.04,10.7083996964269,2.66722820658195
"37-3011","Landscaping and groundskeeping workers","Building & Grounds",-1.824293,3.6,1,3.42,3.38,2.12,2.91,3.28,3.19,2.49,10.5477070594726,5.07016127341028
"37-3012","Pesticide handlers, sprayers, and applicators, vegetation","Building & Grounds",-0.8847935,3.8,2,3.69,3.09,4.12,3.82,4.17,3.62,1.7,10.7188523658203,1.62924053973028
"37-3013","Tree trimmers and pruners","Building & Grounds",-1.727035,3.3,2,4.075,3.07,2.92,3.79,3.71,4.22,1.43,10.8283415150708,2.12823170584927
"39-2011","Animal trainers","Personal Care",-0.9167759,5.1,2,1.995,3.91,1.5,2.75,2.89,4.23,1.34,10.5648860347815,2.09186406167839
"39-2021","Animal caretakers","Personal Care",-0.8890408,12.1,2,2.685,3.36,2.32,3.32,3.32,4.76,1.12,10.4184047942054,4.32545628318549
"39-3011","Gambling dealers","Personal Care",0.0605832,-0.6,2,1.43,1.75,1.07,2.53,2.32,4.62,1.43,10.4127118949351,2.71469474382088
"39-3012","Gambling and sports book writers and runners","Personal Care",0.4652752,-6.1,2,2.26,2.35,1,2.1,2.71,4.62,2.76,10.3241696264492,0.78845736036427
"39-3021","Motion picture projectionists","Personal Care",-0.3786598,-3.7,1,3.27,1.95,1.35,2.5,3.56,3.52,3.34,10.5500670972797,0.405465108108164
"39-3031","Ushers, lobby attendants, and ticket takers","Personal Care",-0.2420959,1.2,1,2.18,2.27,1.08,1.72,2.46,4.86,2.19,10.3465695242156,3.45946628978613
"39-3091","Amusement and recreation attendants","Personal Care",-0.5246153,3.4,1,2.71,3.55,1.11,2.12,1.98,4.94,1.79,10.3251540399823,4.63860496207433
"39-3092","Costume attendants","Personal Care",-0.4533608,5.9,2,2.625,4.24,1.77,2.18,4.21,4.47,1.51,10.9116279380402,1.02961941718116
"39-3093","Locker room, coatroom, and dressing room attendants","Personal Care",-0.3454376,6.4,2,1.935,2.32,1.17,1.69,3.24,4.73,1.65,10.4573726657626,1.64865862558738
"39-4011","Embalmers","Personal Care",-0.7311451,1.3,5,2.74,3.27,4.27,4.06,4.74,4.56,1.73,10.9380945112283,0.470003629245736
"39-4021","Funeral attendants","Personal Care",-0.5445412,3.1,2,2.58,2.45,1.52,2.55,3.66,4.21,1.68,10.4518979366294,1.90210752639692
"39-4031","Morticians, undertakers, and funeral arrangers","Personal Care",-0.1903759,3.1,5,2.795,3.83,2.8,3.28,3.74,4.73,1.28,10.8157702630127,1.43508452528932
"39-5011","Barbers","Personal Care",-0.7294621,4.1,4,2.905,3.88,1,2.44,2.39,4.81,2.12,10.5702907577565,2.24070968927596
"39-5012","Hairdressers, hairstylists, and cosmetologists","Personal Care",-0.6824517,5.6,4,2.355,3.83,2.26,2.26,3.41,4.82,1.6,10.4702208082404,4.34120464015363
"39-5091","Makeup artists, theatrical and performance","Personal Care",-0.4596138,8.1,4,2.4,4.57,1.86,2.43,4.5,4.62,1.29,10.8253626627042,0.741937344729377
"39-5092","Manicurists and pedicurists","Personal Care",0.0335124,7,4,2.045,2.67,1.82,1.69,2.23,4.5,1.07,10.4533415632696,3.25037449192757
